ID,assignee,organization_x,assignee_id,name,assignee_id1,location_id1,organization_y,assignee_id2,location_id2
12,0004fb0e-fd53-4556-b696-b976905c3289,Premier Power,950d102c-f8e1-448b-aedd-318f6d424065,"Premier Power Systems, Inc.",0004fb0e-fd53-4556-b696-b976905c3289,0191eb51-16c8-11ed-9b5f-1234bde3cd05,"Premier Power, Inc.",950d102c-f8e1-448b-aedd-318f6d424065,a588a472-cb8e-11eb-9615-121df0c29c1e
130,002e4c5e-02d0-4658-a0da-0d89e7021d12,Ceco Door Products,ee317daf-f705-4626-9170-82332590dad8,"United Dominion Industries, Inc.",002e4c5e-02d0-4658-a0da-0d89e7021d12,e2f60f4a-16c7-11ed-9b5f-1234bde3cd05,Ceco Door Products,ee317daf-f705-4626-9170-82332590dad8,409289a1-cb8e-11eb-9615-121df0c29c1e
169,003ab619-8f72-4916-94ac-367d86eb40f0,Rohr Plessey,2c06e693-b344-4478-ba28-03c061712291,"Rohr Industrial Systems, Inc.",003ab619-8f72-4916-94ac-367d86eb40f0,ff3559ac-16c7-11ed-9b5f-1234bde3cd05,Rohr Plessey Corporation,2c06e693-b344-4478-ba28-03c061712291,f17c01a0-09bd-11ec-893a-12de62d610b1
172,003cac4f-ebd9-46eb-8a57-2c5bc74abb59,Elliot Kastle,673f8278-fe73-461b-aa04-08b7a794473d,"Elliot Kastle, Inc.",003cac4f-ebd9-46eb-8a57-2c5bc74abb59,92237ca2-16c8-11ed-9b5f-1234bde3cd05,"Elliot Kastle, Inc.",673f8278-fe73-461b-aa04-08b7a794473d,fe67d7f9-cb8f-11eb-9615-121df0c29c1e
288,0061d08b-7f94-4832-b3e0-426871968d55,Powers Chemco,e7b500ad-ea76-43aa-8629-9525f6509e78,"Powers Chemco, Inc.",0061d08b-7f94-4832-b3e0-426871968d55,0be84bc3-16c8-11ed-9b5f-1234bde3cd05,"Powers Chemco, Inc.",e7b500ad-ea76-43aa-8629-9525f6509e78,b6a5eebb-cb8e-11eb-9615-121df0c29c1e
837,01120396-07c2-42dd-80e8-d09f7de87483,Alumax Mill Products,ae16e3c8-7625-4f93-8b49-29939d3d40f5,Arconic Lancaster Corp.,01120396-07c2-42dd-80e8-d09f7de87483,c1c02a5c-16c7-11ed-9b5f-1234bde3cd05,"Alumax Mill Products, Inc.",ae16e3c8-7625-4f93-8b49-29939d3d40f5,3ca0b3f3-cb8e-11eb-9615-121df0c29c1e
896,011f891b-09cc-4763-8c71-43139cd4ce9c,Miki America,70eaf790-1cf6-49bb-a58a-5574ba29fa48,"Miyoshi America, Inc.",011f891b-09cc-4763-8c71-43139cd4ce9c,06a68c70-16c8-11ed-9b5f-1234bde3cd05,"Miki America, Inc.",70eaf790-1cf6-49bb-a58a-5574ba29fa48,469b1b97-cb8e-11eb-9615-121df0c29c1e
1042,0152be32-097a-4f64-a3a3-50a5aa55778a,Beachy,887125a4-758d-43b6-bdea-b5e91edfb024,Beachy Co.,0152be32-097a-4f64-a3a3-50a5aa55778a,7149ce92-16c8-11ed-9b5f-1234bde3cd05,Beachy Co.,887125a4-758d-43b6-bdea-b5e91edfb024,d750d0e9-cb90-11eb-9615-121df0c29c1e
1056,01562f83-5adf-48a9-a1fd-28cbbe322711,Ellcon National,86816eb9-b4fe-47dd-bccf-640c0091e711,"Faiveley Transport North America, Inc.",01562f83-5adf-48a9-a1fd-28cbbe322711,5be628f1-16c8-11ed-9b5f-1234bde3cd05,"Ellcon National, Inc.",86816eb9-b4fe-47dd-bccf-640c0091e711,9ea33bb9-cb90-11eb-9615-121df0c29c1e
1122,01675d28-b659-489a-9264-84e78e4b2e35,Carstens,2bd6fda1-a322-4297-85c0-2f246fca36d3,"Carstens, Incorporated",01675d28-b659-489a-9264-84e78e4b2e35,e5bb6d69-16c7-11ed-9b5f-1234bde3cd05,"Carstens, Inc.",2bd6fda1-a322-4297-85c0-2f246fca36d3,ea9c1073-cb8e-11eb-9615-121df0c29c1e
1210,017e24a0-0341-423f-9355-da4888d356e3,Economy Laser,3a76ca4b-52bf-4565-86b1-fedd08f6f8dd,"Laser Snap, Inc.",017e24a0-0341-423f-9355-da4888d356e3,c23317c8-16c7-11ed-9b5f-1234bde3cd05,"Economy Laser, Inc.",3a76ca4b-52bf-4565-86b1-fedd08f6f8dd,68e85455-cb8f-11eb-9615-121df0c29c1e
3692,0189d114-64c3-4bb2-826a-25f4d0bf3917,Martin Marietta Energy Systems,bd65f5d9-d906-4ef2-977a-474a51827761,"Lockheed Martin Energy Systems, Inc.",0189d114-64c3-4bb2-826a-25f4d0bf3917,f7ccd9fe-16c7-11ed-9b5f-1234bde3cd05,"Martin Marietta Energy Systems, Inc.",bd65f5d9-d906-4ef2-977a-474a51827761,fe677286-cb8f-11eb-9615-121df0c29c1e
3745,0198ca53-ffc3-4808-b800-9aa6ae705868,Turek And Heller Machine,5326c27e-9e1c-4e51-ab6c-bb608cade0e6,"Turek & Heller Machine, Inc.",0198ca53-ffc3-4808-b800-9aa6ae705868,ebaceffc-16c7-11ed-9b5f-1234bde3cd05,"Turek & Heller Machine, Inc.",5326c27e-9e1c-4e51-ab6c-bb608cade0e6,3d4fd449-cb8e-11eb-9615-121df0c29c1e
3809,01b09ebe-2533-461f-a23b-5e92b4d29c7a,R J Harvey Instrument,0f4b6897-23f7-4bcf-a2d8-6d570e55ff74,R.J. Harvey Instrument Corp.,01b09ebe-2533-461f-a23b-5e92b4d29c7a,073fe4df-16c8-11ed-9b5f-1234bde3cd05,R. J. Harvey Instrument Corporation,0f4b6897-23f7-4bcf-a2d8-6d570e55ff74,b9d2eb8e-09bc-11ec-893a-12de62d610b1
16822,01ceaf05-82f5-48db-8f89-43fa4a29e566,Agricultural Aviation Engineering,e62b4591-f071-4597-b791-35e9075d2af1,Agricultural Aviation Engineering Company,01ceaf05-82f5-48db-8f89-43fa4a29e566,620b2508-16c8-11ed-9b5f-1234bde3cd05,Agricultural Aviation Engineering Company,e62b4591-f071-4597-b791-35e9075d2af1,f97aecf0-cb90-11eb-9615-121df0c29c1e
16855,01d98917-9df8-4fdc-aebd-ae2d7539c79e,Pacific Heritage Home Fashions,54503e90-1231-450f-8b82-3c597a464620,"Pacific Heritage Home Fashions, Inc.",01d98917-9df8-4fdc-aebd-ae2d7539c79e,c41f57ca-16c7-11ed-9b5f-1234bde3cd05,Pacific Heritage Home Fashions Inc.,54503e90-1231-450f-8b82-3c597a464620,f674b206-cb8e-11eb-9615-121df0c29c1e
16983,0204ff08-a67b-4577-a9e3-b6e3fdbf2261,International Minerals And Chemical,eef0608c-5fe7-4bdd-89a4-05f1ea5a5d3f,International Agricultural Corporation,0204ff08-a67b-4577-a9e3-b6e3fdbf2261,e90e9770-16c7-11ed-9b5f-1234bde3cd05,International Minerals & Chemical Corp.,eef0608c-5fe7-4bdd-89a4-05f1ea5a5d3f,c534d20b-cb8f-11eb-9615-121df0c29c1e
17033,0217d2fa-c2e2-496d-a677-cd2df077dc56,Goodmark Foods,f9cab1d9-dca1-4cab-b3d7-341675f4130b,"Goodmark Foods, Inc.",0217d2fa-c2e2-496d-a677-cd2df077dc56,fc628e80-16c7-11ed-9b5f-1234bde3cd05,"Goodmark Foods, Inc.",f9cab1d9-dca1-4cab-b3d7-341675f4130b,97766e3d-cbae-11eb-9615-121df0c29c1e
17284,02671559-50bd-48be-9f6a-6c1bc007e7fb,Kleen Kat,2b862b71-46b2-4861-8669-8d7ce858dee3,"Kleen Kat, Inc.",02671559-50bd-48be-9f6a-6c1bc007e7fb,e5a34a8c-16c7-11ed-9b5f-1234bde3cd05,Kleen Kat Inc.,2b862b71-46b2-4861-8669-8d7ce858dee3,c667ad38-cb8e-11eb-9615-121df0c29c1e
17366,028387ba-baaa-4cf0-ba1d-ee072d95e1ed,Vascor,04b9b66e-c9b4-400d-8c00-5abe1d57fc25,Vascor Inc.,028387ba-baaa-4cf0-ba1d-ee072d95e1ed,696f80f0-16c8-11ed-9b5f-1234bde3cd05,"Vascor, Inc.",04b9b66e-c9b4-400d-8c00-5abe1d57fc25,d598c488-09be-11ec-893a-12de62d610b1
17704,02c4f966-7a5d-4152-b2e1-913c6dcab9dc,Dynamic Mill Services,f5b0720f-acf0-4bb2-8178-eb1242cd13a1,Dynamic Mill Services Corporation,02c4f966-7a5d-4152-b2e1-913c6dcab9dc,f2f15f90-16c7-11ed-9b5f-1234bde3cd05,Dynamic Mill Services Corporation,f5b0720f-acf0-4bb2-8178-eb1242cd13a1,e0cba633-cb8e-11eb-9615-121df0c29c1e
17980,02d423fe-59d5-4a34-a9b7-9b9309ae28a5,Clinical Focus,1a744b56-4c0f-4fcd-b1c4-0745842a7cc2,"Clinical Focus, Inc.",02d423fe-59d5-4a34-a9b7-9b9309ae28a5,81aa2714-16c8-11ed-9b5f-1234bde3cd05,"Clinical Focus, Inc.",1a744b56-4c0f-4fcd-b1c4-0745842a7cc2,3cbecc73-cb8e-11eb-9615-121df0c29c1e
18036,02eac8ef-8101-4a8c-8886-4953d19d8484,EascoSparcatron,2bb2bf0e-ed0d-4965-a346-388fd7fdc777,"Easco Sparcatron, Inc.",02eac8ef-8101-4a8c-8886-4953d19d8484,4c7a9f37-16c8-11ed-9b5f-1234bde3cd05,"Easco-Sparcatron, Inc.",2bb2bf0e-ed0d-4965-a346-388fd7fdc777,fbbdb617-cb8e-11eb-9615-121df0c29c1e
18174,031aed9a-c106-4775-a740-e962e033eb8b,Prime Resources,90b221fc-c730-4caa-a958-305ad6d300d4,Prime Resources Development Corporation,031aed9a-c106-4775-a740-e962e033eb8b,0dea5981-16c8-11ed-9b5f-1234bde3cd05,Prime Resources Corp.,90b221fc-c730-4caa-a958-305ad6d300d4,ffffc2d5-cb8f-11eb-9615-121df0c29c1e
18367,0355ad51-ef02-43ce-ba4a-b0a8d2a3393f,Jenkins Brothers,8372d0d7-91da-4be1-a415-3b2a108593fb,Jenkins Brothers Incorporated,0355ad51-ef02-43ce-ba4a-b0a8d2a3393f,0dea5981-16c8-11ed-9b5f-1234bde3cd05,Jenkins Brothers,8372d0d7-91da-4be1-a415-3b2a108593fb,3c987e22-cb8e-11eb-9615-121df0c29c1e
18401,03623c33-eb1d-4cee-8a82-8a544c12193a,Stadium Bags,07787e9c-ca93-439d-aadb-bd719eae5dfb,"Stadium Bags, Inc.",03623c33-eb1d-4cee-8a82-8a544c12193a,edfab6f6-16c7-11ed-9b5f-1234bde3cd05,"Stadium Bags, Inc.",07787e9c-ca93-439d-aadb-bd719eae5dfb,fc25b086-cb8f-11eb-9615-121df0c29c1e
18404,036429b4-7ec0-46f1-a7f2-ee983c7bca6c,Diversified Safety Products,baf575e7-af09-4533-826d-d0c0b5c122e6,"Diversified Safety Products, Inc.",036429b4-7ec0-46f1-a7f2-ee983c7bca6c,e7f3e8a6-16c7-11ed-9b5f-1234bde3cd05,"Diversified Safety Products, Inc.",baf575e7-af09-4533-826d-d0c0b5c122e6,3dc52a52-cb8e-11eb-9615-121df0c29c1e
18430,036c2f5b-fb25-49b7-b4cf-e5afae79ed54,Project Cloudkey,4837b461-6f1f-46c6-967f-af6cfb01633e,"Intelity, Inc.",036c2f5b-fb25-49b7-b4cf-e5afae79ed54,15c69712-16c8-11ed-9b5f-1234bde3cd05,"Project Cloudkey, Inc.",4837b461-6f1f-46c6-967f-af6cfb01633e,f7a6d0c3-09be-11ec-893a-12de62d610b1
18468,037966ff-3fc5-47a8-8a36-8f75db0d4b2a,Metform,aeaaff6c-f81e-4361-b69e-e0abc9483ae6,Metform Corporation,037966ff-3fc5-47a8-8a36-8f75db0d4b2a,cc748f2c-16c7-11ed-9b5f-1234bde3cd05,Metform Corporation,aeaaff6c-f81e-4361-b69e-e0abc9483ae6,cec548c2-cb8e-11eb-9615-121df0c29c1e
18497,0383c715-1d9e-4387-be2c-02b6d66a3fd5,Aerohive Networks,04a37ba8-e918-409a-a862-95461f0c78ab,Aerohive Networks Incorporated,0383c715-1d9e-4387-be2c-02b6d66a3fd5,c7b15c3f-16c7-11ed-9b5f-1234bde3cd05,"Aerohive Networks, Inc.",04a37ba8-e918-409a-a862-95461f0c78ab,e8e360fe-cb8e-11eb-9615-121df0c29c1e
18573,039f5d6f-a0dd-4eb3-b1bc-a32ac6142cc0,Those Characters From Cleveland,fe025dc9-f9bb-4f7c-b093-8e2897d3007d,"Those Characters From Cleveland, Llc",039f5d6f-a0dd-4eb3-b1bc-a32ac6142cc0,1ac6cccb-16c8-11ed-9b5f-1234bde3cd05,"Those Characters From Cleveland, Inc.",fe025dc9-f9bb-4f7c-b093-8e2897d3007d,ff50796b-cb8e-11eb-9615-121df0c29c1e
18615,03adf4eb-523d-4b2b-a4ee-b1cec8a29927,First Opinion,abd572dc-4d15-41db-a982-345400f69ff3,First Opinion Corporation,03adf4eb-523d-4b2b-a4ee-b1cec8a29927,1893009c-16c8-11ed-9b5f-1234bde3cd05,First Opinion Corporation,abd572dc-4d15-41db-a982-345400f69ff3,ffe7bef3-cb8e-11eb-9615-121df0c29c1e
18688,03caacf4-0bb1-4cbd-947a-903fba14eb62,Warrior Yachts,5e76fb1f-f8ee-4c9f-a58f-2fc7d7740ac6,Warrior Yachts Inc.,03caacf4-0bb1-4cbd-947a-903fba14eb62,f7cf56ce-16c7-11ed-9b5f-1234bde3cd05,"Warrior Yachts, Inc.",5e76fb1f-f8ee-4c9f-a58f-2fc7d7740ac6,f6d560eb-cb8e-11eb-9615-121df0c29c1e
18756,03e0092d-d60a-4655-99bf-a609fcffba38,AquaBarrier,19182e7b-f157-497d-ab09-240d9528980e,"Aqua Barrier, Inc.",03e0092d-d60a-4655-99bf-a609fcffba38,4e49a0a0-16c8-11ed-9b5f-1234bde3cd05,"Aqua-Barrier, Inc.",19182e7b-f157-497d-ab09-240d9528980e,fbcbf3f6-cb8f-11eb-9615-121df0c29c1e
18772,03e49f2b-2c9f-4402-b9f7-bb99a118ba30,Azidco,c6d61eab-d377-4110-a011-c9eee44b7b1c,Azidco Llc,03e49f2b-2c9f-4402-b9f7-bb99a118ba30,cf720441-16c7-11ed-9b5f-1234bde3cd05,"Azidco., L.L.C.",c6d61eab-d377-4110-a011-c9eee44b7b1c,ba506e00-cb8e-11eb-9615-121df0c29c1e
18809,03f12301-0559-446a-ae7c-20b221a00e7c,Love Dirty,1c49040b-e482-406d-bf91-ca8c8aeedb47,"Love Dirty, Inc.",03f12301-0559-446a-ae7c-20b221a00e7c,92237ca2-16c8-11ed-9b5f-1234bde3cd05,Love Dirty Inc.,1c49040b-e482-406d-bf91-ca8c8aeedb47,fe67d7f9-cb8f-11eb-9615-121df0c29c1e
18825,03f70cd2-cef1-44a7-9418-ebe144aa5995,Ron Jones Marine Engineering,73b3bf87-7ea8-4d3f-8e7b-aac8bb3fb762,"Ron Jones Marine Engineering, Inc.",03f70cd2-cef1-44a7-9418-ebe144aa5995,3dc9189b-16c8-11ed-9b5f-1234bde3cd05,"Ron Jones Marine Engineering, Inc.",73b3bf87-7ea8-4d3f-8e7b-aac8bb3fb762,e94afe9e-cb8f-11eb-9615-121df0c29c1e
18885,04085495-fdea-4fba-b687-8d1db0105bc8,Assault Industries,a25e4e89-0ed1-4046-ab3e-91ed602ff9aa,Assault Industries Llc,04085495-fdea-4fba-b687-8d1db0105bc8,198a8b3c-16c8-11ed-9b5f-1234bde3cd05,Assault Industries,a25e4e89-0ed1-4046-ab3e-91ed602ff9aa,e87dd5d3-09be-11ec-893a-12de62d610b1
19095,04428f56-1cac-476a-afb9-d3045b0f0e23,Objective Communications,27da589a-ef0a-497c-9e88-185cd77c89c4,"Objective Communications, Inc.",04428f56-1cac-476a-afb9-d3045b0f0e23,097c806d-16c8-11ed-9b5f-1234bde3cd05,"Objective Communications, Inc.",27da589a-ef0a-497c-9e88-185cd77c89c4,e8581ad4-09bd-11ec-893a-12de62d610b1
19116,044b6890-5156-46d9-a0f5-c2b3e45c715a,Barrett Battery,3acbc98d-397e-4c4c-a0f8-6aba501b18b3,"Varta Microbattery, Inc.",044b6890-5156-46d9-a0f5-c2b3e45c715a,1ac6f5d6-16c8-11ed-9b5f-1234bde3cd05,"Barrett Battery, Inc.",3acbc98d-397e-4c4c-a0f8-6aba501b18b3,f4423db1-cb8e-11eb-9615-121df0c29c1e
19142,0451cb16-3f6a-4c93-b7df-cde3b6527801,Market USA,e576234e-3e46-4269-ab93-4dc73d84046c,"Carpet Market Usa, Inc.",0451cb16-3f6a-4c93-b7df-cde3b6527801,fd781d25-16c7-11ed-9b5f-1234bde3cd05,"Market, U.S.A.",e576234e-3e46-4269-ab93-4dc73d84046c,3f0bd22a-cb8e-11eb-9615-121df0c29c1e
47773,04b7448b-8524-49f0-8bbc-0871a86259a6,Adams Elevator Equipment,c7d240e7-bf13-436b-ab87-a9e65740baac,Adams Elevator Equipment Company,04b7448b-8524-49f0-8bbc-0871a86259a6,e42a629c-16c7-11ed-9b5f-1234bde3cd05,Adams Elevator Equipment Company,c7d240e7-bf13-436b-ab87-a9e65740baac,ee5709e5-cb90-11eb-9615-121df0c29c1e
47960,04d49275-4840-4fbc-ae48-74b514a67900,Uniform Scanner Data Analysis,fac060b3-1cf6-4caa-91d9-2541a9520b34,"Uniform Scanner Data Analysis, Inc.",04d49275-4840-4fbc-ae48-74b514a67900,69a9bd47-16c8-11ed-9b5f-1234bde3cd05,"Uniform Scanner Data Analysis, Inc.",fac060b3-1cf6-4caa-91d9-2541a9520b34,adb72928-cb90-11eb-9615-121df0c29c1e
47964,04d54266-a3f2-40b2-8f70-2a04a5d69dbf,Cytoprop,de925a51-237f-4ef3-afae-e9ad43a67851,Cytoprop Llc,04d54266-a3f2-40b2-8f70-2a04a5d69dbf,fa341450-16c7-11ed-9b5f-1234bde3cd05,"Cytoprop, L.L.C.",de925a51-237f-4ef3-afae-e9ad43a67851,96ff63d6-cb8f-11eb-9615-121df0c29c1e
47970,04d7a642-235f-44ee-a8bb-082bd873a9a4,A Better Way,41d43f54-a9c8-4008-8c48-e22f3a6324c0,"A Better Way, Inc.",04d7a642-235f-44ee-a8bb-082bd873a9a4,42bf54e4-16c8-11ed-9b5f-1234bde3cd05,"A Better Way, Inc.",41d43f54-a9c8-4008-8c48-e22f3a6324c0,931bdced-cb8e-11eb-9615-121df0c29c1e
48038,04ed9ea5-a661-4948-a778-246744a2585c,Delta Defense,1849f5f5-0caf-429a-9293-c2e8983ef175,Delta Defense Incorporated,04ed9ea5-a661-4948-a778-246744a2585c,030c312b-16c8-11ed-9b5f-1234bde3cd05,"Delta Defense, Inc.",1849f5f5-0caf-429a-9293-c2e8983ef175,f0075339-cb90-11eb-9615-121df0c29c1e
48056,04f2ba97-49f0-4b13-8a69-d6d3aa58279c,Ragen Data Systems,0715083d-43ab-4d8a-be0d-6c1d2c67a3e5,Rdsl Corporation,04f2ba97-49f0-4b13-8a69-d6d3aa58279c,ff35991e-16c7-11ed-9b5f-1234bde3cd05,"Ragen Data Systems, Inc.",0715083d-43ab-4d8a-be0d-6c1d2c67a3e5,c2c3bfbf-cb90-11eb-9615-121df0c29c1e
48099,0503a0a7-6a22-4462-8f9c-5716ebb13fdc,Sewage Aeration Systems,97b3875d-54a6-4da9-8b21-3dafd2e268ad,"Sewage Aeration Systems, Incorporated",0503a0a7-6a22-4462-8f9c-5716ebb13fdc,d8034ed7-16c7-11ed-9b5f-1234bde3cd05,"Sewage Aeration Systems, Inc.",97b3875d-54a6-4da9-8b21-3dafd2e268ad,16f2a4b5-cb8f-11eb-9615-121df0c29c1e
48182,05250ccb-6e12-4ebf-b430-e18a2b1490ea,Bow Street Software,2bfe330b-5598-4166-b08e-c3d16a9ad4e7,"Bowstreet.Com, Inc.",05250ccb-6e12-4ebf-b430-e18a2b1490ea,06c2aa35-16c8-11ed-9b5f-1234bde3cd05,"Bow Street Software, Inc.",2bfe330b-5598-4166-b08e-c3d16a9ad4e7,d3da8184-09bd-11ec-893a-12de62d610b1
48392,0572d9c2-13cc-43c5-8c15-c5e7978b44ad,Pool Cover Specialists National,51d8bae3-24ee-4426-96dd-4adad84758e7,"Pool Cover Specialists, Llc",0572d9c2-13cc-43c5-8c15-c5e7978b44ad,c7b17012-16c7-11ed-9b5f-1234bde3cd05,"Pool Cover Specialists National, Inc.",51d8bae3-24ee-4426-96dd-4adad84758e7,cc87438d-cb90-11eb-9615-121df0c29c1e
48637,05a02697-89e3-42bf-840b-7659812c2213,Jamaica Consultants,156b2c60-405f-4e9d-aab5-235e59ba9296,"Jamaica Consultants, Inc.",05a02697-89e3-42bf-840b-7659812c2213,05ddc686-16c8-11ed-9b5f-1234bde3cd05,"Jamaica Consultants, Inc.",156b2c60-405f-4e9d-aab5-235e59ba9296,e54a3d0d-09bc-11ec-893a-12de62d610b1
48668,05a9d5e5-4269-4401-b35e-3a2025499f16,Access Wellness And Physical Therapy,7cc73e93-d444-43b3-a13e-a78b5473485e,"Physicians And Allied Health Professionals Group, P.A.",05a9d5e5-4269-4401-b35e-3a2025499f16,0c4c5998-16c8-11ed-9b5f-1234bde3cd05,Access Wellness And Physical Therapy,7cc73e93-d444-43b3-a13e-a78b5473485e,3e2bf812-cb8e-11eb-9615-121df0c29c1e
48893,05d9b279-f09c-4838-981b-078a682b8617,BL Key Services,18ba48bf-74de-4410-b9ee-b7b9219172c6,"B.L. Key Services, Llc",05d9b279-f09c-4838-981b-078a682b8617,1b09bf74-16c8-11ed-9b5f-1234bde3cd05,"B.L. Key Services, L.L.C.",18ba48bf-74de-4410-b9ee-b7b9219172c6,92461461-cb8e-11eb-9615-121df0c29c1e
48978,05f9d553-e509-48b2-aafb-183ad6c1661c,Sentelligence,ce6b906c-fc11-4b39-bd31-9738b47a8c3d,"Sentelligence, Inc.",05f9d553-e509-48b2-aafb-183ad6c1661c,e90fd16e-16c7-11ed-9b5f-1234bde3cd05,"Sentelligence, Inc.",ce6b906c-fc11-4b39-bd31-9738b47a8c3d,d95232b1-cb8e-11eb-9615-121df0c29c1e
49010,0602f796-f78e-4bff-9a9e-e0f51073aabc,Recycling Concepts,b025f88c-b8bf-4d3d-b794-9de530593005,Recycling Concepts Limited,0602f796-f78e-4bff-9a9e-e0f51073aabc,3d7cf203-16c8-11ed-9b5f-1234bde3cd05,"Recycling Concepts, Ltd.",b025f88c-b8bf-4d3d-b794-9de530593005,efa16d0b-cb8f-11eb-9615-121df0c29c1e
49095,06185c50-049e-411a-80a1-bc62c521c1ec,Hydrolix,045a06e7-03fe-45ba-9c1c-91561fa3b940,"Hydrolix, Inc.",06185c50-049e-411a-80a1-bc62c521c1ec,12c9bbe6-16c8-11ed-9b5f-1234bde3cd05,Hydrolix Inc.,045a06e7-03fe-45ba-9c1c-91561fa3b940,fe46641e-cb8f-11eb-9615-121df0c29c1e
49097,06199b89-d9a7-4b6f-95ef-7c269a78ebac,Foss America,08741738-a482-4b5c-b842-37b5bcd5915a,F.A.I. Holding Corp.,06199b89-d9a7-4b6f-95ef-7c269a78ebac,05e43970-16c8-11ed-9b5f-1234bde3cd05,"Foss America, Inc.",08741738-a482-4b5c-b842-37b5bcd5915a,6d785215-cb8e-11eb-9615-121df0c29c1e
49121,0621a63c-fa93-4d4e-ae43-7ff35c0ee37e,Dale Weaver,d5d4366c-ba36-4c0a-b7ab-ba9f07c0bd39,"Osprey I, Inc.",0621a63c-fa93-4d4e-ae43-7ff35c0ee37e,cb993d5d-16c7-11ed-9b5f-1234bde3cd05,"Dale Weaver, Inc.",d5d4366c-ba36-4c0a-b7ab-ba9f07c0bd39,6613ec11-cb8e-11eb-9615-121df0c29c1e
49429,067e7553-de08-4302-bf05-fe7498ef022f,Tom Richards,abfb7844-041c-40f5-bf4a-5dcf997d13a1,"Tom Richards, Inc.",067e7553-de08-4302-bf05-fe7498ef022f,f0676308-16c7-11ed-9b5f-1234bde3cd05,"Tom Richards, Inc.",abfb7844-041c-40f5-bf4a-5dcf997d13a1,fc17968d-cb8e-11eb-9615-121df0c29c1e
49442,068252b3-c780-4c2f-8e35-213977cb5be1,Red Dot,f855956b-666f-4492-8817-aebd5a7c6db2,Red Dot Corporation,068252b3-c780-4c2f-8e35-213977cb5be1,816cea4b-16c8-11ed-9b5f-1234bde3cd05,Red Dot Corporation,f855956b-666f-4492-8817-aebd5a7c6db2,fea686f6-09bd-11ec-893a-12de62d610b1
52169,07036105-2f31-448a-991f-c1a053e06d62,Plastic Packing,646a7d7a-8922-4949-b2e7-3c75e5182f7f,"Paper, Envelopes, Plastic, Packing Supplier, Incorporated",07036105-2f31-448a-991f-c1a053e06d62,f1436aaf-16c7-11ed-9b5f-1234bde3cd05,"Plastic Packing, Inc.",646a7d7a-8922-4949-b2e7-3c75e5182f7f,ed3175bb-cb8f-11eb-9615-121df0c29c1e
52319,072dfe82-b375-4da8-973b-8cb6d373c3ce,Popco,0591f595-d65d-4ff0-85a9-e866a50162a0,"Popco Sales And Service, Incorporated",072dfe82-b375-4da8-973b-8cb6d373c3ce,d346df0d-16c7-11ed-9b5f-1234bde3cd05,"Popco, Inc.",0591f595-d65d-4ff0-85a9-e866a50162a0,c59878f7-cb8f-11eb-9615-121df0c29c1e
52323,072f8874-6814-4136-b48f-d08e37b9a0c0,Facial Alveodental Implant Rehabilitation,e0728d63-e315-4ff4-b48b-15d27ca7b926,"Facial Alveodental Implant Rehabilitation, Inc.",072f8874-6814-4136-b48f-d08e37b9a0c0,01b2bb93-16c8-11ed-9b5f-1234bde3cd05,"Facial Alveodental Implant Rehabilitation, Inc.",e0728d63-e315-4ff4-b48b-15d27ca7b926,60c523e0-cb8f-11eb-9615-121df0c29c1e
52375,07417db9-9fd0-4a0e-85f1-1e101946400c,Dura Plastic Products,5558a052-f7d0-4e6c-b541-a92cfc3a07a2,"Dura Plastic Products, Inc.",07417db9-9fd0-4a0e-85f1-1e101946400c,c6a5ca78-16c7-11ed-9b5f-1234bde3cd05,"Dura Plastic Products, Inc.",5558a052-f7d0-4e6c-b541-a92cfc3a07a2,41641cac-cb8e-11eb-9615-121df0c29c1e
52421,074e5ea7-e5bb-485f-9ff7-e5cde7cac939,Exhaustless,525829b4-b9df-42aa-9063-2051cda11bd9,Exhaustless Inc.,074e5ea7-e5bb-485f-9ff7-e5cde7cac939,,"Exhaustless, Inc.",525829b4-b9df-42aa-9063-2051cda11bd9,e4b7f9a2-cb90-11eb-9615-121df0c29c1e
52474,0762813a-52db-42fb-9e86-63cd4e0ab986,Abraham And Son,7c6bc0f5-a81b-4d99-b7e3-47b04c77956b,Abraham And Son Towing Service Inc.,0762813a-52db-42fb-9e86-63cd4e0ab986,0b2d0379-16c8-11ed-9b5f-1234bde3cd05,Abraham & Son,7c6bc0f5-a81b-4d99-b7e3-47b04c77956b,5eb9ae38-09be-11ec-893a-12de62d610b1
52515,076ab7c7-42ff-4a7e-aeae-3c91de13b55e,Roller Derby Skate,91444b9b-0196-4b93-9a34-3c730b2b3239,Roller Derby Skate Corp.,076ab7c7-42ff-4a7e-aeae-3c91de13b55e,e7fb6f3b-16c7-11ed-9b5f-1234bde3cd05,Roller Derby Skate Corporation,91444b9b-0196-4b93-9a34-3c730b2b3239,42ce075a-cb8e-11eb-9615-121df0c29c1e
52626,0790d104-a689-4fef-9022-dec5672faf55,Transpro,e5d8606c-052f-46b1-bca3-c2d7868e06d8,Transpro Courier Incorporated,0790d104-a689-4fef-9022-dec5672faf55,081c3988-16c8-11ed-9b5f-1234bde3cd05,"Transpro, Inc.",e5d8606c-052f-46b1-bca3-c2d7868e06d8,ed8a9882-09bd-11ec-893a-12de62d610b1
